,cnt,description,link,org_link,pDate,title
55,56,"플랫타이엑스 관계자는 &quot;KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다&quot;라고 전했다. 그동안... ",http://www.lawissue.co.kr/view.php?ud=20230413205843996204ead0791_12,http://www.lawissue.co.kr/view.php?ud=20230413205843996204ead0791_12,2023-04-13 21:00:00,"[IT이슈] 플랫타이엑스, 가상자산 수탁 전문 기업 KODA와 업무협약 체결 外"
56,57,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업이다. 법인 및 기관에 특화된 서비스를 제공한다. 그동안 가상자산 프로젝트의 총 유통량 및... ",https://www.ddaily.co.kr/news/article.html?no=261743,https://www.ddaily.co.kr/news/article.html?no=261743,2023-04-13 15:43:00,"플랫타익스체인지, 한국디지털에셋과 협력…가상자산 유통량 공시"
57,58,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다. 그동안 가상자산 프로젝트의 총 유통량 및 신규... ",http://www.segyebiz.com/newsView/20230413518076?OutUrl=naver,http://www.segyebiz.com/newsView/20230413518076?OutUrl=naver,2023-04-13 15:16:00,"플랫타이엑스, 가상자산 수탁 전문 기업 KODA와 MOU"
58,59,"한국디지털에셋은 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다. 그동안 가상자산 프로젝트의 총... ",http://www.fnnews.com/news/202304131420343581,http://www.fnnews.com/news/202304131420343581,2023-04-13 15:09:00,"플랫타EX 거래소, &quot;코인 <b>투자</b>자 보호 강화&quot; MOU"
59,60,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다. 그동안 가상자산 프로젝트의 총 유통량 및... ",https://www.khgames.co.kr/news/articleView.html?idxno=211865,https://www.khgames.co.kr/news/articleView.html?idxno=211865,2023-04-13 14:22:00,"플랫타이엑스, 가상자산 수탁 전문 기업 KODA와 업무협약 체결"
60,61,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업이다. 법인 및 기관에 특화된 서비스를 제공하고 있다. 플랫타이엑스는 이미 상장된... ",http://www.dt.co.kr/contents.html?article_no=2023041302109963060007&ref=naver,http://www.dt.co.kr/contents.html?article_no=2023041302109963060007&ref=naver,2023-04-13 12:30:00,"플랫타이엑스, 가상자산 수탁기업 KODA와 업무협약…&quot;<b>투자</b>자 보호 강화&quot;"
61,62,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 암호화폐 수탁 서비스 전문 기업이다. 문건기 KODA 대표는 &quot;현재 암호화폐 유통량에 관한 공시 의무가 없어 <b>투자</b>자들이 불편함을... ",https://www.coindeskkorea.com/news/articleView.html?idxno=90944,https://www.coindeskkorea.com/news/articleView.html?idxno=90944,2023-04-13 10:46:00,"플랫타이엑스, KODA와 업무협약...<b>투자</b>자 보호 강화"
62,63,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업이다. 플랫타이엑스는 KODA의 수탁 서비스를 통해 <b>투자</b>자에게 프로젝트 가상자산의 유통량을... ",http://news.heraldcorp.com/view.php?ud=20230413000147,http://news.heraldcorp.com/view.php?ud=20230413000147,2023-04-13 09:52:00,"플랫타이엑스, 가상자산 수탁 전문 기업 KODA와 업무협약 체결"
63,64,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 설립한 가상자산 수탁 서비스 전문 기업으로 법인 및 기관에 특화된 서비스를 제공한다. 그동안 가상자산 프로젝트의 총 유통량 및 신규... ",https://www.mk.co.kr/article/10711318,https://www.mk.co.kr/article/10711318,2023-04-13 09:50:00,"플랫타이엑스, 가상자산 수탁 전문 기업 KODA와 업무협약 체결…"
64,65,증권업계 관계자는 데일리임팩트에 &quot;신용등급이 낮을 시 <b>투자</b>자들에게 더 높은 금리를 제시해 회사채... 이밖에도 SK증권은 미술품 공동구매 플랫폼 아트앤가이드 및 가상자산 지갑 업체 <b>해치랩스</b> 등과도 협약을 맺고... ,http://www.dailyimpact.co.kr/news/articleView.html?idxno=95894,http://www.dailyimpact.co.kr/news/articleView.html?idxno=95894,2023-04-07 17:06:00,"한기평, SK증권 등급전망 '부정적' 강등.. SK증권 &quot;토큰증권으로 수익개선&quot;"
65,66,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 업체로, 법인, 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공하는 것이 특징이다.... ",http://www.it-b.co.kr/news/articleView.html?idxno=67206,http://www.it-b.co.kr/news/articleView.html?idxno=67206,2023-04-06 15:32:00,"콜렉트 토큰, KODA 커스터디 수탁"
66,67,"KODA는 KB국민은행이 블록체인 기술기업 <b>해치랩스</b>, 블록체인 전문<b>투자</b>사 해시드와 함께 설립한 가상자산 수탁 서비스 전문업체다. 법인, 기관에 특화된 원스탑 디지털 자산 수탁 전문 서비스를 제공한다. KODA의 수탁... ",http://www.globalepic.co.kr/view.php?ud=2023040610400320216cf2d78c68_29,http://www.globalepic.co.kr/view.php?ud=2023040610400320216cf2d78c68_29,2023-04-06 11:12:00,"로아코어, KODA와 커스터디 계약 체결…”투명한 토큰 유통 통한 소비자 보호..."
67,68,블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 보안 감사 서비스인 ‘칼로스(KALOS)’가 주요 웹 3.0 생태계를... 규모의 <b>투자</b>를 유치했다&quot;라고 전했다. 이어 &quot;‘하바’는 여러 체인에서 발행된 NFT를 자유롭게 이동하고... ,http://www.lawissue.co.kr/view.php?ud=202303311600475047204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202303311600475047204ead0791_12,2023-03-31 16:02:00,"[IT이슈] <b>해치랩스</b>, 주요 웹3 업체들의 보안 감사 파트너로 선정 外"
68,69,블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 보안 감사 서비스인 '칼로스(KALOS)'가 주요 웹 3.0 생태계를... 너디스타는 지난해 라인게임즈와 블록코어를 중심으로 약 140억 규모의 <b>투자</b>를 유치했다. '하바'는 여러... ,https://www.khgames.co.kr/news/articleView.html?idxno=211272,https://www.khgames.co.kr/news/articleView.html?idxno=211272,2023-03-31 15:40:00,"<b>해치랩스</b>, 주요 웹3 업체들의 보안 감사 파트너로 선정"
69,70,"<b>해치랩스</b>는 안전하고 성공적인 가상자산 사업을 위한 블록체인 기술 회사로 2018년에 설립됐다. 이더리움 재단에서 장려금을 받은 첫 국내 기업이며, 설립 이후 4년만에 시리즈A <b>투자</b> 120억원을 최초로 유치했다. 웹3... ",http://www.issuenbiz.com/news/articleView.html?idxno=23024,http://www.issuenbiz.com/news/articleView.html?idxno=23024,2023-03-31 11:02:00,"<b>해치랩스</b>, '룩손', '하바' 등 주요 웹3 업체들의 보안 감사 파트너로 선정돼"
70,71,블록체인 지갑 회사 <b>해치랩스</b>(HAECHI LABS)의 보안 감사 서비스인 '칼로스(KALOS)'가 주요 웹 3.0 생태계를... 너디스타는 지난해 라인게임즈와 블록코어를 중심으로 약 140억 규모의 <b>투자</b>를 유치했다. '하바'는 여러... ,https://www.cwn.kr/news/articleView.html?idxno=16040,https://www.cwn.kr/news/articleView.html?idxno=16040,2023-03-31 10:16:00,"<b>해치랩스</b>, 주요 웹3 업체들의 보안 감사 파트너로 선정"
71,72,"<b>해치랩스</b>의 보안 감사 서비스인 '칼로스'가 '룩손', '하바'의 보안 감사 파트너로 선정됐다고 31일 밝혔다.... 너디스타는 지난해 라인게임즈와 블록코어를 중심으로 약 140억 규모의 <b>투자</b>를 유치했다. 하바는 여러... ",https://www.epnc.co.kr/news/articleView.html?idxno=232289,https://www.epnc.co.kr/news/articleView.html?idxno=232289,2023-03-31 09:16:00,"<b>해치랩스</b> '칼로스', 룩손·하바 보안감사 파트너 선정"
